"FilePath","Keywords","FileName"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\04-先天性畸形免责争议\判例\2024-冀8601民初1512-先天性畸形免责争议-胜诉.md","先天性畸形 学平险 电子投保 提示说明义务 ICD-10 疾病编码 免责条款","2024-冀8601民初1512-先天性畸形免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\04-先天性畸形免责争议\判例\2024-广东省清远市中院-先天性畸形免责争议-胜诉.md","先天性畸形 周围静脉畸形 加粗加黑 说明义务 投保签名 投保视频 医疗险","2024-广东省清远市中院-先天性畸形免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\04-先天性畸形免责争议\判例\2025-冀0125民初3361-先天性畸形免责争议-胜诉.md","卵圆孔未闭 先天性畸形 电子投保 提示说明义务 免责条款","2025-冀0125民初3361-先天性畸形免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\04-先天性畸形免责争议\判例\2025-吉07民终1680-先天性畸形免责争议-二审维持.md","先天性畸形免责争议、学生医疗险、脑动静脉畸形、ICD-10、明确说明义务、匿名案件","2025-吉07民终1680-先天性畸形免责争议-二审维持"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\04-先天性畸形免责争议\判例\通融赔付-先天性畸形免责争议-调解.md","通融赔付 先天性畸形 原发性免疫缺陷 理赔协议 协商解决","通融赔付-先天性畸形免责争议-调解"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\05-先天疾病免责争议\判例\2025-冀0130民初2369-先天疾病免责争议-胜诉.md","先天疾病 格式条款解释 原发性免疫缺陷 ICD-10 冀惠保 除外责任 基因突变","2025-冀0130民初2369-先天疾病免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\05-先天疾病免责争议\判例\先天性脑血管畸形免责条款未尽说明义务案.md","先天性脑血管畸形 免责条款 提示说明 调解 无症状 先心病","先天性脑血管畸形免责条款未尽说明义务案"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\05-先天疾病免责争议\判例\小儿疝气拒赔案.md","疝气 先天性 ICD-10 保险免责 医学vs保险 常见赔付","小儿疝气拒赔案"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\05-先天疾病免责争议\判例\颅咽管瘤拒赔案.md","颅咽管瘤 先天性肿瘤 先天性畸形 ICD-10 胚胎残余组织 协商赔付","颅咽管瘤拒赔案"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\06-其他争议\判例\(2025)内0522民初5520号-其他争议-支持赔付.md","医疗险、百万医疗、甲状腺癌、恶性肿瘤定义、格式条款、免赔额、提示说明义务","(2025)内0522民初5520号-其他争议-支持赔付"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\06-其他争议\判例\2020-京0101民初16049号-多份保单扣费争议-胜诉.md","多份保单, 保费扣收, 选择性扣费, 宽限期, 诚实信用原则, 投保人选择权","2020-京0101民初16049号-多份保单扣费争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\06-其他争议\判例\2022-冀8601民初2293-其他争议-调解.md","调解 中高端医疗险 未如实告知 解除合同","2022-冀8601民初2293-其他争议-调解"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\06-其他争议\判例\2023-冀0606民初4180-其他争议-调解.md","调解 安享百万医疗 脑部手术 身故","2023-冀0606民初4180-其他争议-调解"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\06-其他争议\判例\2024-冀1003民初5009-拒赔理由待确认-胜诉调解.md","医疗险 平安e生保 调解 拒赔理由不明","2024-冀1003民初5009-拒赔理由待确认-胜诉调解"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\06-其他争议\判例\2024-冀8601诉前调确122-其他争议-调解.md","调解 医疗理赔 司法确认","2024-冀8601诉前调确122-其他争议-调解"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\06-其他争议\判例\2025-冀0481民初9038-其他争议-调解.md","尊享e生 医疗险 食管癌 调解 百万医疗险","2025-冀0481民初9038-其他争议-调解"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\06-其他争议\判例\2025-四川天府新区法院-产品停售续保-胜诉.md","医疗险 产品停售 续保失败 通知义务","2025-四川天府新区法院-产品停售续保-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\06-其他争议\判例\2025-浙1081民初2292-其他争议-调解.md","调解 高额医疗险 继续履行 安联人寿","2025-浙1081民初2292-其他争议-调解"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\06-其他争议\判例\2025-皖15民终2976-其他争议-胜诉.md","医疗险 其他争议 带病投保 未确诊 等待期 百万医疗","2025-皖15民终2976-其他争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\08-诉讼时效争议\判例\2018-苏0213民初2777号-诉讼时效起算-胜诉.md","诉讼时效、最大诚信原则、团体保险、被保险人不知情、起算点认定","2018-苏0213民初2777号-诉讼时效起算-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\08-诉讼时效争议\判例\2021-长沙芙蓉区法院-诉讼时效争议-胜诉.md","诉讼时效 拖延理赔 拒赔通知 时效起算 保险公司懈怠","2021-长沙芙蓉区法院-诉讼时效争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案1.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案1"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案10.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案10"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案11.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案11"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案12.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案12"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案13.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案13"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案14.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案14"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案15.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案15"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案16.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案16"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案17.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案17"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案18.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案18"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案19.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案19"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案2.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案2"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案20.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案20"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案3.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案3"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案4.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案4"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案5.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案5"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案6.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案6"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案7.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案7"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案8.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案8"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\10-伤残评定争议\判例\批量伤残鉴定案9.md","伤残评定 隐性免责条款 提示说明 标准适用","批量伤残鉴定案9"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\11-第三方侵权代位求偿\判例\互联网百万医疗第三方侵权案.md","第三方侵权 百万医疗 互联网投保 免责条款 强制弹出 电子投保","互联网百万医疗第三方侵权案"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\12-等待期出险\判例\2019-兵08民终597号-复效被拒-败诉.md","复效、危险程度显著增加、合同中止、协商一致","2019-兵08民终597号-复效被拒-败诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\12-等待期出险\判例\2019-苏0281民初4234号-等待期内发病-败诉.md","等待期、发病、免责条款、甲状腺结节","2019-苏0281民初4234号-等待期内发病-败诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\12-等待期出险\判例\2020-粤0304民初19437号-拖延确诊至观察期外-败诉.md","观察期, 等待期, 故意拖延确诊, 诚实信用原则, 确诊时间认定, 重大疾病","2020-粤0304民初19437号-拖延确诊至观察期外-败诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\12-等待期出险\判例\2024-沪74民终41-等待期出险-胜诉.md","等待期 解除权30日消灭 显失公平 调解意见确认书 撤销 医疗险","2024-沪74民终41-等待期出险-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\02-医疗险\12-等待期出险\判例\2025-内蒙古准格尔旗法院-等待期出险-胜诉.md","等待期 医疗险 乳腺炎 相似症状 提示说明义务 免责条款","2025-内蒙古准格尔旗法院-等待期出险-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\01-未如实告知拒赔\判例\156-2020京0101民初8744号-互联网投保核保义务-败诉.md","互联网投保,核保义务,如实告知,近因原则,年龄限制","156-2020京0101民初8744号-互联网投保核保义务-败诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\01-未如实告知拒赔\判例\2009-鼓民二初-韩龙梅案-未如实告知拒赔-胜诉.md","意外险 未如实告知 职业告知 保险人询问义务 自助保险卡 代激活 最高院公报案例","2009-鼓民二初-韩龙梅案-未如实告知拒赔-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\01-未如实告知拒赔\判例\2018-粤01民终15045号-未如实告知工程造价-胜诉.md","未如实告知,工程造价,建工团体险,禁止反言原则,解除合同,被保险人保护","2018-粤01民终15045号-未如实告知工程造价-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\01-未如实告知拒赔\判例\2025-云25民终1465-未如实告知拒赔-胜诉.md","意外险 意外身故 心源性休克 猝死 未如实告知 合同解除权 30日除斥期间","2025-云25民终1465-未如实告知拒赔-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\01-未如实告知拒赔\判例\2025-豫0926民初2230-未如实告知拒赔-胜诉.md","意外险 未如实告知 职业类别 互联网投保 明确说明义务 鉴定费","2025-豫0926民初2230-未如实告知拒赔-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\01-未如实告知拒赔\判例\待确认-河南修武薛某某-未如实告知拒赔-败诉.md","未如实告知 团体险 意外险 高血压 糖尿病 肾衰竭 败诉","待确认-河南修武薛某某-未如实告知拒赔-败诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2024)云01民终9979号-180天限制植物人状态-胜诉.md","180天条款 持续植物人状态 因果关系 免责条款 美团骑手 短期意外险","(2024)云01民终9979号-180天限制植物人状态-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2024)沪74民终1358号-180天限制近因原则-胜诉.md","意外险 180天限制条款 近因原则 格式条款 因果关系 道德风险 上海金融法院","(2024)沪74民终1358号-180天限制近因原则-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2024)豫02民终3027号-超180天死亡持续治疗-胜诉.md","180天条款 持续治疗 因果关系 意外死亡 两全保险","(2024)豫02民终3027号-超180天死亡持续治疗-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2024)鄂12民终1944号-续保条款变更180天限制-胜诉.md","180天条款 续保 格式条款 免责条款 团体意外险","(2024)鄂12民终1944号-续保条款变更180天限制-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2024)鲁09民终3517号-免赔额赔付比例格式条款-胜诉.md","180天条款 免赔额 赔付比例 免赔天数 格式条款 免责条款","(2024)鲁09民终3517号-免赔额赔付比例格式条款-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2025)内0821民初4096号-补偿原则格式条款免责-判赔25000元.md","格式条款免责, 医疗费用补偿原则, 勾选提示不足, 明确说明义务, 家庭成员意外险, 交通事故, 匿名案件","(2025)内0821民初4096号-补偿原则格式条款免责-判赔25000元"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2025)宁04民终1198号-挑衅行为免责举证责任-维持原判.md","意外险, 格式条款, 挑衅行为, 故意行为, 免责条款, 举证责任, 意外伤害, 匿名案件","(2025)宁04民终1198号-挑衅行为免责举证责任-维持原判"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2025)川0904民初2982号-高空作业免责举证责任-部分支持.md","意外险, 格式条款, 高空作业, 免责条款, 举证责任, 病历记载, 匿名案件","(2025)川0904民初2982号-高空作业免责举证责任-部分支持"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2025)新29民终2336号-格式条款免责争议-维持原判.md","意外险、团体意外险、电动车、机动车定义、格式条款解释、无证驾驶免责","(2025)新29民终2336号-格式条款免责争议-维持原判"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2025)浙0726民初4414号-车辆未年检免责条款无效-判赔87382元.md","格式条款免责, 车辆未年检, 因果关系, 安全技术鉴定, 驾乘综合保险, 不利解释原则, 意外医疗, 匿名案件","(2025)浙0726民初4414号-车辆未年检免责条款无效-判赔87382元"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2025)皖0403民初8817号-格式条款免责争议-部分支持.md","意外险、格式条款、驾乘意外险、卸货受伤、运营区域限制、提示说明义务","(2025)皖0403民初8817号-格式条款免责争议-部分支持"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2025)皖15民终4343号-格式条款免责争议-维持原判.md","意外险、建筑施工意外险、原因力、同等原因、一级伤残、比例赔付、意外伤害定义","(2025)皖15民终4343号-格式条款免责争议-维持原判"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2025)粤01民终21185号-其他争议-维持原判.md","意外险、驾乘意外险、交通事故、意外事故认定、诉讼时效、溺水死亡","(2025)粤01民终21185号-其他争议-维持原判"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2025)豫09民终2665号-格式条款免责争议-维持原判.md","意外险、醉酒免责、格式条款、交通事故、吸入性窒息、原因力、明确说明义务","(2025)豫09民终2665号-格式条款免责争议-维持原判"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2025)豫10民终2652号-顺风车危险程度显著增加-维持原判.md","意外险, 驾乘意外险, 顺风车, 危险程度显著增加, 营运行为, 保险法第五十二条, 匿名案件","(2025)豫10民终2652号-顺风车危险程度显著增加-维持原判"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2025)豫17民终4233号-其他争议-维持原判.md","意外险、学生意外险、自杀免责、举证责任、溺亡、免责条款提示说明","(2025)豫17民终4233号-其他争议-维持原判"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2025)鲁06民终5866号-伤残评定标准格式条款免责-维持原判赔108124元.md","格式条款免责, 伤残评定标准, 行业标准vs国家标准, 比例赔付, 提示说明义务, 团体意外险, 左眼伤残, 匿名案件","(2025)鲁06民终5866号-伤残评定标准格式条款免责-维持原判赔108124元"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2025)鲁06民终5918号-比例赔付格式条款免责诉讼时效-维持原判赔52344元.md","格式条款免责, 比例赔付, 诉讼时效, 伤残鉴定时机, 团体意外险, 单位投保提示说明义务, 机器挤伤, 匿名案件","(2025)鲁06民终5918号-比例赔付格式条款免责诉讼时效-维持原判赔52344元"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2025)鲁06民终5947号-格式条款免责争议-维持原判.md","意外险、热射病、中暑、意外伤害定义、格式条款、疾病除外","(2025)鲁06民终5947号-格式条款免责争议-维持原判"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\(2025)鲁15民终5499号-格式条款免责争议-维持原判.md","意外险、意外死亡、死因不明、高度盖然性、尸检、骑行摔倒","(2025)鲁15民终5499号-格式条款免责争议-维持原判"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\153-2020鄂05民终1781号-格式条款约定不明-胜诉.md","格式条款,不利解释原则,险种关系,赔付标准,建设工程意外险","153-2020鄂05民终1781号-格式条款约定不明-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\154-2020浙0109民初17519号-特别约定不明确-胜诉.md","特别约定,免责条款,明确说明义务,高空作业,建设工程意外险","154-2020浙0109民初17519号-特别约定不明确-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\155-2020京01民终3404号-违反安全生产免责条款无效-胜诉.md","格式条款,内容控制,安全生产,免责条款无效,主观过错区分,建设工程意外险","155-2020京01民终3404号-违反安全生产免责条款无效-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\161-2019陕01民终13773号-格式条款冲突有利解释-胜诉.md","格式条款冲突,不利解释原则,自杀,意外伤害定义,免责条款,二年免责期","161-2019陕01民终13773号-格式条款冲突有利解释-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\166-2019渝03民终1477号-电子保单免责提示说明-败诉.md","电子保单,免责条款,提示说明义务,法律禁止性规定,无证驾驶","166-2019渝03民终1477号-电子保单免责提示说明-败诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2014-沪一中民六商终322-出租车乘客意外伤害理赔-部分胜诉.md","出租车乘客意外险,损失补偿原则,人身险,财产险,综合性保险,保险金请求权,第三方赔偿","2014-沪一中民六商终322-出租车乘客意外伤害理赔-部分胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2014-淄商终350-卡式保险合同免责条款说明义务-部分胜诉.md","卡式保险合同,代激活,提示说明义务,免责条款,伤残等级比例,机床操作工","2014-淄商终350-卡式保险合同免责条款说明义务-部分胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2015-二中民商终08403-网络投保免责条款举证-胜诉.md","网络投保，免责条款，举证责任，提示说明义务，保险卡激活","2015-二中民商终08403-网络投保免责条款举证-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2015-沪二中民六商终52-网络销售提示说明义务-胜诉.md","网络投保,提示说明义务,免责条款,主动弹出,比例表,七级以下伤残","2015-沪二中民六商终52-网络销售提示说明义务-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2016-京03民终3048-工作人员代激活保险卡免责条款未说明-胜诉.md","卡式保险，代激活，代理行为，免责条款，提示说明义务，网络投保","2016-京03民终3048-工作人员代激活保险卡免责条款未说明-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2016-京04民终66-电动自行车无牌照免责-胜诉.md","电动自行车，机动车认定，格式条款，不利解释原则，无号牌免责，普通消费者认知","2016-京04民终66-电动自行车无牌照免责-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2017-京01民终2063-比例给付表非免责条款-败诉.md","比例给付表, 责任免除条款, 保险责任范围, 格式条款, 伤残评定标准","2017-京01民终2063-比例给付表非免责条款-败诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2018-云01民终2756号-不确定概念免责条款-胜诉.md","不确定概念,免责条款,无人区,网络投保,提示说明义务,高风险运动,鳌太穿越","2018-云01民终2756号-不确定概念免责条款-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2018-冀04民终5029号-自驾车定义争议-胜诉.md","自驾车定义,格式条款解释,提示说明义务,不利解释原则,通常理解","2018-冀04民终5029号-自驾车定义争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2018-冀09民终6519号-承保生效时间争议-胜诉.md","保险合同生效时间,等待期,承保五日后生效,免责条款,提示说明义务,投保人签名","2018-冀09民终6519号-承保生效时间争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2018-川0107民初34号-伤残评定标准非免责条款-败诉.md","伤残评定标准,免责条款认定,保险责任范围,鉴定标准,举证责任","2018-川0107民初34号-伤残评定标准非免责条款-败诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2018-粤04民终3220号-伤残评定标准条款效力-胜诉.md","伤残评定标准,免责条款认定,减轻保险人责任,提示说明义务,单方委托鉴定","2018-粤04民终3220号-伤残评定标准条款效力-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2019-渝01民终6932号-承保条件客观标准争议-胜诉.md","承保条件,客观标准,核保空白期,保险合同成立,建筑工程意外险","2019-渝01民终6932号-承保条件客观标准争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2019-渝02民终1885号-工程范围争议-胜诉.md","工程范围,如实告知,审查义务,建筑工程团体意外险,附属工程","2019-渝02民终1885号-工程范围争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2021-皖02民终799-格式条款免责争议-胜诉.md","众包骑手 美团 跨平台配送 意外险 免责条款提示说明义务","2021-皖02民终799-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2021-苏02民终4276-格式条款免责争议-胜诉.md","超标电动车, 机动车认定, 格式条款, 不利解释原则, 免责条款, 学生意外险","2021-苏02民终4276-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2022-沪74民终737-格式条款免责争议-胜诉.md","中暑 意外伤害 外来性 免责条款 团体意外险 格式条款解释","2022-沪74民终737-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2023-豫0307民初5034-格式条款免责争议-二审维持.md","职业分类 互联网投保 格式条款 提示说明义务 货车司机","2023-豫0307民初5034-格式条款免责争议-二审维持"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2024-兰考法院开封中院-比例赔付格式条款-胜诉.md","意外险 比例赔付 格式条款 免责条款 提示说明义务 伤残等级 保额赔付","2024-兰考法院开封中院-比例赔付格式条款-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2024-冀0682民初4212-格式条款免责争议-胜诉.md","意外险 免责条款 明确说明义务 高处作业 格式条款","2024-冀0682民初4212-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2024-冀06民终5065-格式条款免责争议-维持原判.md","格式条款 高处作业 免责条款 提示说明义务 劳动能力鉴定 意外险 二审","2024-冀06民终5065-格式条款免责争议-维持原判"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2025-内0821民初4096-格式条款免责争议-胜诉.md","医疗费补偿原则 意外医疗 重复赔付 格式条款 提示说明义务","2025-内0821民初4096-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2025-北京金融法院-采松子高空作业免责-胜诉.md","格式条款 免责条款 高空作业 提示说明义务 报价单","2025-北京金融法院-采松子高空作业免责-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2025-商水县法院-杂技团老板坠落-格式条款免责争议-胜诉.md","职业类别 格式条款 提示说明义务 互联网投保 高空坠落","2025-商水县法院-杂技团老板坠落-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2025-太仓市法院-外卖骑手送单摔倒-格式条款免责争议-胜诉.md","外卖骑手 特别约定 免责条款 提示说明义务 职业伤害 格式条款","2025-太仓市法院-外卖骑手送单摔倒-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2025-宁04民终1198-格式条款免责争议-胜诉.md","挑衅行为 故意伤害 意外险 免责条款 举证责任 外出务工人员","2025-宁04民终1198-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2025-川0904民初2982-格式条款免责争议-胜诉.md","高处作业 举证责任 团体意外险 建筑工程 伤残鉴定","2025-川0904民初2982-格式条款免责争议-胜诉"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2025-新29民终2336-格式条款免责争议-二审维持.md","格式条款免责争议、团体意外险、电动车、机动车认定、格式条款解释、D驾照、匿名案件","2025-新29民终2336-格式条款免责争议-二审维持"
"D:\Claude\wyt知识库\02-Areas\判例库\03-意外险\02-格式条款免责争议\判例\2025-新疆十二师中院-格式条款免责争议-胜诉.md","格式条款 免责条款 提示说明义务 自动扣款 电子保单 事后保单 骑手意外险","2025-新疆十二师中院-格式条款免责争议-胜诉"
